date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:53:14	39375/39375	---M--	200	added ('OK')	image/jpeg	etag:%2244ad4b6e7133de5d728da5c4abcbfe59-ssl%22	https://blackbb.netlify.app/light/assets/img/photo-5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/photo-5.jpg	(from https://blackbb.netlify.app/light/photographer)
00:53:15	163263/163263	---M--	200	added ('OK')	image/jpeg	etag:%22ea5f09c6a1628674343a787125543190-ssl%22	https://blackbb.netlify.app/light/assets/img/personal.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/personal.jpg	(from https://blackbb.netlify.app/light/resume)
00:53:15	58825/58825	---M--	200	added ('OK')	image/jpeg	etag:%2296e637289c41141e487f60425b9e6d36-ssl%22	https://blackbb.netlify.app/light/assets/img/p1.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/p1.jpg	(from https://blackbb.netlify.app/light/resume)
00:53:16	64210/64210	---M--	200	added ('OK')	image/jpeg	etag:%22914733224c3bf9ef156e4043bb6f968f-ssl%22	https://blackbb.netlify.app/light/assets/img/p2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/p2.jpg	(from https://blackbb.netlify.app/light/resume)
00:53:17	78032/78032	---M--	200	added ('OK')	image/jpeg	etag:%22017cb5489843e7339c5b8932f1f623da-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project1/2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project1/2.jpg	(from https://blackbb.netlify.app/light/project-1)
00:53:17	65785/65785	---M--	200	added ('OK')	image/jpeg	etag:%22996cf065e7635b596fdae14374bf0adc-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project1/3.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project1/3.jpg	(from https://blackbb.netlify.app/light/project-1)
00:53:19	97873/97873	---M--	200	added ('OK')	image/jpeg	etag:%222765abed645e9165801a11ebe5230eff-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project1/4.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project1/4.jpg	(from https://blackbb.netlify.app/light/project-1)
00:53:20	84363/84363	---M--	200	added ('OK')	image/jpeg	etag:%22e5f0e769768fa401122e1814da736074-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/2.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:21	1858530/1858530	---M--	200	added ('OK')	image/png	etag:%226828f4c39519758907bafae8966a1b07-ssl%22	https://blackbb.netlify.app/light/assets/img/photos.png	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/photos.png	(from https://blackbb.netlify.app/light/photographer)
00:53:21	135529/135529	---M--	200	added ('OK')	image/jpeg	etag:%227e677be78def4eee082a748b02dfc11b-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/3.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/3.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:22	125218/125218	---M--	200	added ('OK')	image/jpeg	etag:%2240dd563fb5b56be369093a2f82285468-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/4.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/4.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:22	71978/71978	---M--	200	added ('OK')	image/jpeg	etag:%22dd0aec5f1d06bd530a12cc1495345be2-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/5.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:23	145623/145623	---M--	200	added ('OK')	image/jpeg	etag:%22a1367f82c8f2ea0820456c48f1cb7192-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/6.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/6.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:24	89658/89658	---M--	200	added ('OK')	image/jpeg	etag:%22e7468af8c42397ccffe6afeff4de4b80-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/7.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/7.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:24	113363/113363	---M--	200	added ('OK')	image/jpeg	etag:%223ea402cde5eedb8d2373d5600a7c705e-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/8.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/8.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:25	92708/92708	---M--	200	added ('OK')	image/jpeg	etag:%22604fb780c12a0c926ee4129b4178fd0c-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project2/9.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project2/9.jpg	(from https://blackbb.netlify.app/light/project-2)
00:53:26	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Mar%202024%2019:23:30%20GMT	https://dsngrid.com/blackdsn/wp-content/uploads/sites/11/2022/08/3-1.jpg	C:/My%20Web%20Sites/port2/dsngrid.com/blackdsn/wp-content/uploads/sites/11/2022/08/3-1.72.delayed	(from https://blackbb.netlify.app/light/project-3)
00:53:28	247304/247304	---M--	200	added ('OK')	image/jpeg	etag:%226abfe5c494456967524f6caa29bff077-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/2.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:28	245520/245520	---M--	200	added ('OK')	image/jpeg	etag:%220352fa6ae41cefa52913523fd2c3f98c-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/3.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/3.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:28	109730/109730	---M--	200	added ('OK')	image/jpeg	etag:%221fb7c63708a145df6ccae58d8cec4084-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/4.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/4.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:29	139618/139618	---M--	200	added ('OK')	image/jpeg	etag:%2287e90388cfa38e646ed6e742d7ec133c-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/5.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:30	127622/127622	---M--	200	added ('OK')	image/jpeg	etag:%22e5304f12c1e53e57a24ceb0e119ba608-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/6.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/6.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:31	122427/122427	---M--	200	added ('OK')	image/jpeg	etag:%2251fe557f6ba3df8f1ed5cf70aff623fa-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/7.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/7.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:31	534362/534362	---M--	200	added ('OK')	image/jpeg	etag:%2282c2279e99b6a5fff27ca3b21d2de1ea-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project3/8.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project3/8.jpg	(from https://blackbb.netlify.app/light/project-3)
00:53:31	75476/75476	---M--	200	added ('OK')	image/jpeg	etag:%22938532c575b75f51b2f7392ffabb54c8-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/2.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:32	64668/64668	---M--	200	added ('OK')	image/jpeg	etag:%2268681e9cbd5459451e6b3773e2ede7ff-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/3.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/3.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:32	39316/39316	---M--	200	added ('OK')	image/jpeg	etag:%2200f12e84ae069d77e9785c047168e278-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/4.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/4.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:33	367039/367039	---M--	200	added ('OK')	image/jpeg	etag:%22720621a028305708730eb92ffeb44b87-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/5.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:34	47392/47392	---M--	200	added ('OK')	image/jpeg	etag:%22bcdc75064ce75e83fb87ce05cbec3e3f-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/6.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/6.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:34	52538/52538	---M--	200	added ('OK')	image/jpeg	etag:%2256a92c0f0fecab18cd46d1bb5e09e047-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/7.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/7.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:35	54983/54983	---M--	200	added ('OK')	image/jpeg	etag:%223ed80a0b16065961c6e31b4807edcc2d-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/8.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/8.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:36	89217/89217	---M--	200	added ('OK')	image/jpeg	etag:%22f2fae4879b82aa6d70944979447d1633-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/9.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/9.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:36	69929/69929	---M--	200	added ('OK')	image/jpeg	etag:%2293cb0a144ad77355435ffbe14ea3589f-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project4/10.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project4/10.jpg	(from https://blackbb.netlify.app/light/project-4)
00:53:37	172256/172256	---M--	200	added ('OK')	image/jpeg	etag:%22bd353f6b49b982117ad78234490e8887-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project5/2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project5/2.jpg	(from https://blackbb.netlify.app/light/project-5)
00:53:37	113117/113117	---M--	200	added ('OK')	image/jpeg	etag:%2253807a1c56da180ea1a62bce8d5ec05d-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project5/3.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project5/3.jpg	(from https://blackbb.netlify.app/light/project-5)
00:53:38	202186/202186	---M--	200	added ('OK')	image/jpeg	etag:%22cced9dae56d2f5515809742315544aa4-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project5/4.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project5/4.jpg	(from https://blackbb.netlify.app/light/project-5)
00:53:39	224519/224519	---M--	200	added ('OK')	image/jpeg	etag:%22ddb72adadea3040f349f023c5c033d4a-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project5/5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project5/5.jpg	(from https://blackbb.netlify.app/light/project-5)
00:53:40	48085/48085	---M--	200	added ('OK')	image/jpeg	etag:%225c59ed4c478e16a0ebdce9e1a371e226-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project6/3.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project6/3.jpg	(from https://blackbb.netlify.app/light/project-6)
00:53:40	39640/39640	---M--	200	added ('OK')	image/jpeg	etag:%22aed29f5ef7b46b6dca8cfa4a8af3124e-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project6/4.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project6/4.jpg	(from https://blackbb.netlify.app/light/project-6)
00:53:41	45412/45412	---M--	200	added ('OK')	image/jpeg	etag:%22d3f5781bb8e945739be4e72f7884a5ef-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project6/7.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project6/7.jpg	(from https://blackbb.netlify.app/light/project-6)
00:53:42	37460/37460	---M--	200	added ('OK')	image/jpeg	etag:%22923ab0d0509b25aa13e11a65839fd6e9-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project6/5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project6/5.jpg	(from https://blackbb.netlify.app/light/project-6)
00:53:42	65142/65142	---M--	200	added ('OK')	image/jpeg	etag:%22b901470219e95ece2c451971b908f729-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project6/6.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project6/6.jpg	(from https://blackbb.netlify.app/light/project-6)
00:53:43	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/single.html	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/single.8d.delayed	(from https://blackbb.netlify.app/light/stories)
00:53:43	74176/74176	---M--	200	added ('OK')	image/jpeg	etag:%227e23bf6ad831e7b49914df55f43ba21b-ssl%22	https://blackbb.netlify.app/light/assets/img/s1.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/s1.jpg	(from https://blackbb.netlify.app/light/service)
00:53:44	157681/157681	---M--	200	added ('OK')	image/jpeg	etag:%221071475b8d9cea485e5fe9cf50aa2461-ssl%22	https://blackbb.netlify.app/light/assets/img/s2.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/s2.jpg	(from https://blackbb.netlify.app/light/service)
00:53:45	37466/37466	---M--	200	added ('OK')	image/jpeg	etag:%220c681f58e416be2f2b890f338a077d92-ssl%22	https://blackbb.netlify.app/light/assets/img/about-5.jpg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/about-5.jpg	(from https://blackbb.netlify.app/light/about-us)
00:53:45	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-brands-400.91.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:46	3082/3082	---M-Z	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-brands-400.92d41d.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:46	54420/54420	---M--	200	added ('OK')	font/woff2	etag:%22bfceff11fac00017345d66f1ad2d1359-ssl%22	https://blackbb.netlify.app/light/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-brands-400.woff2	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:47	63712/63712	---MCZ	200	added ('OK')	application/font-woff	etag:%229c17fcc499bfaa0e8277ab673ed7edf0-ssl-df%22	https://blackbb.netlify.app/light/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-brands-400.woff	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:47	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-brands-400.95.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:48	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-brands-400.96.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:48	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-regular-400.97.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:48	5564183/5564183	---M--	200	added ('OK')	image/gif	etag:%223ddaf7302d1cc0c69f233abb087cf158-ssl%22	https://blackbb.netlify.app/light/assets/img/portfolio/project6/2.gif	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/img/portfolio/project6/2.gif	(from https://blackbb.netlify.app/light/project-6)
00:53:49	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-regular-400.98d41d.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:49	12220/12220	---M--	200	added ('OK')	font/woff2	etag:%228f6c0ec3d38f55efcf5acaf11cf545af-ssl%22	https://blackbb.netlify.app/light/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-regular-400.woff2	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:50	14712/14712	---MCZ	200	added ('OK')	application/font-woff	etag:%22a2ce2be8e3a3d306e845c11c8d103c37-ssl-df%22	https://blackbb.netlify.app/light/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-regular-400.woff	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:50	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-regular-400.9b.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:51	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-regular-400.9c.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:52	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-solid-900.9d.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:52	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-solid-900.9ed41d.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:53	38784/38784	---M--	200	added ('OK')	font/woff2	etag:%22d2219f38f5be8a3cc61db18cd7ed053d-ssl%22	https://blackbb.netlify.app/light/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-solid-900.woff2	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:53	48704/48704	---MCZ	200	added ('OK')	application/font-woff	etag:%2289bb65ecb0377d3604ee994d6ec5f424-ssl-df%22	https://blackbb.netlify.app/light/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-solid-900.woff	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:54	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-solid-900.a1.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:54	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1710243878-ssl-df	https://blackbb.netlify.app/light/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/fonts/fa-solid-900.a2.delayed	(from https://blackbb.netlify.app/light/assets/css/plugins/fontawesome-all.min.css)
00:53:55	39564/39564	---M--	200	added ('OK')	font/woff2	etag:%22cb8012e1f3f958555d56981ced3141f2-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiEyp8kv8JHgFVrJJbecmNE.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiEyp8kv8JHgFVrJJbecmNE.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:56	5544/5544	---M--	200	added ('OK')	font/woff2	etag:%22e3f7037f256c786e80b45c99d285c522-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiEyp8kv8JHgFVrJJnecmNE.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiEyp8kv8JHgFVrJJnecmNE.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:56	7884/7884	---M--	200	added ('OK')	font/woff2	etag:%22e0b9182f22c1abc01b5eef36a9eb1fa2-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiEyp8kv8JHgFVrJJfecg.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiEyp8kv8JHgFVrJJfecg.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:57	39136/39136	---M--	200	added ('OK')	font/woff2	etag:%22424f180d6fe5b49499b960279c583b26-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLGT9Z11lFc-K.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLGT9Z11lFc-K.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:57	5452/5452	---M--	200	added ('OK')	font/woff2	etag:%22e05367f53968ab585fd175b4ff49a934-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLGT9Z1JlFc-K.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLGT9Z1JlFc-K.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:58	7748/7748	---M--	200	added ('OK')	font/woff2	etag:%229665f364a663e176ce853e872b44bf2c-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLGT9Z1xlFQ.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLGT9Z1xlFQ.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:58	39324/39324	---M--	200	added ('OK')	font/woff2	etag:%221045b1dce7ce84913ced06c80b8173eb-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLEj6Z11lFc-K.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLEj6Z11lFc-K.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:59	5512/5512	---M--	200	added ('OK')	font/woff2	etag:%22feb95442000db9a2752437217a4de2aa-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLEj6Z1JlFc-K.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLEj6Z1JlFc-K.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:53:59	8000/8000	---M--	200	added ('OK')	font/woff2	etag:%2256858fd13c923122f4984334a121db57-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLEj6Z1xlFQ.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLEj6Z1xlFQ.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:54:00	39148/39148	---M--	200	added ('OK')	font/woff2	etag:%22179c12dd7787246e18de8e5008e5f9df-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLCz7Z11lFc-K.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLCz7Z11lFc-K.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:54:00	5384/5384	---M--	200	added ('OK')	font/woff2	etag:%22b292fb699c49d01edfa914bc88ec157c-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLCz7Z1JlFc-K.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLCz7Z1JlFc-K.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:54:01	7816/7816	---M--	200	added ('OK')	font/woff2	etag:%22501e91450788d0531f36d8e6a994845c-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLCz7Z1xlFQ.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/pxiByp8kv8JHgFVrLCz7Z1xlFQ.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
00:54:01	16872/16872	---M--	200	added ('OK')	font/woff2	etag:%2222431cd3c08a6846d5523bd3a7140201-ssl%22	https://blackbb.netlify.app/light/assets/css/fonts/WVXGRJSIWZMMU3GMCECSMS25K4A7IYJ6.woff2	C:/My%20Web%20Sites/port2/blackbb.netlify.app/light/assets/css/fonts/WVXGRJSIWZMMU3GMCECSMS25K4A7IYJ6.woff2	(from https://blackbb.netlify.app/light/assets/css/global.css)
